ID,Video Link,Product Name,Title,Rating,Associated Review Text,Gender,Age-Group,Sarcasm,Emotion,Our Label
B09GTRVJQM,https://www.amazon.com/gp/customer-reviews/R2KS4LPP72GV0X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09GTRVJQM,"LEVOIT Air Purifiers for Bedroom Home, 3-in-1 Filter Cleaner with Fragrance Sponge for Better Sleep, Filters Smoke, Allergies, Pet Dander, Odor, Dust, Office, Desktop, Portable, Core Mini-P, White",Working with customer service is a nightmare!,1,"I loved it in the beginning, however 2 महीने के बाद ये काम करना बंद कर दिया। Trying to get an exchange from this company is लगभग असंभव है। I've sent them all the paperwork लेकिन मैं अपने फोन से वीडियो नहीं भेज पा रहा हूँ। However Amazon वीडियो स्वीकार कर सकता है, शायद कंपनी वहाँ इसे देख ले।",Female,,No sarcasm ,Dissatisfied,"Video mein LEVOIT Air Purifier Core Mini-P dikhaya gaya hai, jahan user ek bade masle ka izhaar karta hai. Jab wo power button dabata hai, toh koi response nahi milta, halankee unit puri tarah se sajayi aur charge hui hui thi. Usne teen baar sab kuch dobara check kiya, lekin device bilkul kaam nahi kar raha. Yeh ek potential defect dikhata hai."
B08KSRYGW4,https://www.amazon.com/gp/customer-reviews/R2IT18IR0ULL0J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KSRYGW4,"The FlexSeries Electric Head Hair Shaver - Freebird - Ultimate Mens Cordless Rechargeable Wet/Dry Skull & Bald Head Waterproof Razor with Rotary Blades, Clippers, Nose Trimmer, Brush, Massager","Great shave, Cheaper than sheeet",1,"Great shave कुछ समय के लिए, पहला एक हफ्ते तक चलता है लेकिन उसके बाद चार्ज नहीं रहता। Customer service दूसरा भेजती है, और वो एक बार इस्तेमाल करने के बाद बंद ही नहीं होता। मज़ेदार है, लेकिन इस कीमत पर बेहद परेशान करने वाला।",Male,Middle Aged,No sarcasm ,Dissatisfied,"Video mein The FlexSeries Electric Head Hair Shaver by Freebird dikhaya gaya hai, jahan user ek malfunction dikhata hai. Jab wo machine ko chalu karta hai, toh wo kaam karta hai, lekin jab off karne ki koshish karta hai, toh wo band nahi hota. Hatta ki usko floor par dabane par bhi koi asar nahi hota. Yeh device off hone ke bajaye hamesha 'on' hi rehta hai."
B09FZ42BTP,https://www.amazon.com/gp/customer-reviews/RT16CU1LR0T5I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09FZ42BTP,ORSEN 8.5 Inch LCD Doodle Board Tablet Toy - Green Dinosaur Drawing Pad for Kids 2-6 Years Old - Christmas and Birthday Gifts,Erasing button does not work,1,"Play Video  
मिटाने वाला बटन काम नहीं कर रहा। I just received it today और पैकेज से निकालकर टेस्ट किया लेकिन erase button कुछ नहीं कर रहा।",Female,,No sarcasm ,Dissatisfied,"Video mein ORSEN 8.5 Inch LCD Doodle Board Tablet Toy dikhaya gaya hai, jahan user ek functionality issue dikhata hai. Jab wo erase button baar baar dabata hai, toh likha hua content badalne ki bajaye waise ka waise hi rehta hai. Yeh dikhata hai ki erase function mein koi defect hai jo kaam nahi kar raha."
B0986VT2PP,https://www.amazon.com/gp/customer-reviews/RIY3STTUR843U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0986VT2PP,"Bissell Little Green Pro Portable Carpet & Upholstery Cleaner and Car/Auto Detailer with Deep Stain Tool, 3"" Tough Stain Tool, Plus Two 8 oz. Trial-Size Formulas, 3194",Doesnt spray,1,"I used it one time और फिर ये स्प्रे करना बंद कर दिया, और सच कहूँ तो पहली बार भी ठीक से स्प्रे नहीं किया। पहली बार जब मैंने इसे इस्तेमाल किया तो ये बस टपक रहा था, लेकिन कारपेट भीग रहा था इसलिए लगा कि शायद ये वैसे ही काम करता हो। दूसरी बार जब इसे चलाने की कोशिश की तो न स्प्रे किया और न ही पानी टपका। I went through all the steps to troubleshoot लेकिन कुछ नहीं हुआ।  
बिलकुल समय की बर्बादी, इसे और मेरे नवजात बच्चे को लेकर ट्रक साफ करने की कोशिश करना।",Female,Middle Aged,No sarcasm ,Dissatisfied,"Video mein Bissell Little Green Pro Portable Carpet & Upholstery Cleaner dikhaya gaya hai, jahan user ek issue dikhata hai. Halankee machine kaam kar rahi hai, lekin expected tareeke se water spray nahi hota, jo iska cleaning functionality mein ek malfunction ko dikhata hai."
B07DNYSJ8W,https://www.amazon.com/gp/customer-reviews/R8BASBONOQEWX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DNYSJ8W,"FLYBIRD Weight Bench, Adjustable Strength Training Bench for Full Body Workout with Fast Folding-New Version",Very Unstable,1,"I purchased this item for the value लेकिन इस पर बैठना सुरक्षित नहीं है। I've adjusted the legs कई बार अलग-अलग पोजीशन में लेकिन बेंच लगातार हिलती रहती है। इसे मैंने सर्जरी से रिकवरी के दौरान खरीदा था और जब मुझे एक्सरसाइज की अनुमति मिली तब तक return window निकल चुकी थी।  
सस्ता बना है और बहुत निराशाजनक।",Male,Middle Aged,No sarcasm ,Dissatisfied,"Video mein FLYBIRD Adjustable Weight Bench dikhaya gaya hai, jahan user ek stability issue dikhata hai. Jab wo bench ko push karta hai, toh yeh left se right tak barasti hai, jo iska instability dikhata hai. User ne yeh karke baar-baar dikhaya aur kaha ki woh is issue ke karan product recommend nahi karenge."
B01MYN9K5B,https://www.amazon.com/gp/customer-reviews/RMDL3BAV2PTAV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01MYN9K5B,LINENSPA Memory Foam Mattress Topper - 2 Inch Gel Infused Memory Foam - Plush Feel - Cooling and Pressure Relieving - CertiPUR Certified - Dorm Room Essentials - Queen Size,Too many con's - keep shopping,1,"Play Video  
जब 3 इंच का मेमोरी फोम मैट्रेस टॉपर मिला तो बहुत excited था, however, ये हमारे लिए काम नहीं आया। बहुत soft है, इतना नीचे धंस जाते हैं कि फोम की पॉकेट में फंस जाते हैं और ये गर्म भी हो जाता है। It is very hard to move around क्योंकि 3-इंच फोम में इतनी गहराई तक धंस जाते हैं कि कभी-कभी बिस्तर से बाहर निकलकर री-एडजस्ट करना पड़ता है। पैड के कोने सिकुड़ गए हैं और अब ये हमारे क्वीन-साइज़ बेड पर फिट नहीं होता।  
हमारे तकिए headboard और सिकुड़े हुए फोम के बीच गिर रहे हैं।  
:(",Male,Middle Aged,No sarcasm ,Dissatisfied,"Video mein LINENSPA Memory Foam Mattress Topper dikhaya gaya hai, jahan user kai masle dikhata hai. Pehle, foam ke corners deform aur misshapen dikhai dete hain. Uske alawa, jab hand se pressure diya jata hai, toh foam asani se compress ho jata hai. Sochte waqt yeh body ke saath chipak jaata hai aur heat trap karta hai, halankee video mein fan bhi directly upar dikhaya gaya hai. Foam ka slow rebound user ko discomfort karta hai, aur har baar sote waqt badalne par majboor karta hai. Do mahine ke baad, user ko apne purchase ka regret hai, aur lagta hai woh isse wapas kar bhi nahi sakte. Aab unhe ise feko hi karna padega."
B089QXMQXK,https://www.amazon.com/gp/customer-reviews/R2F4KNNQEYWC58/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B089QXMQXK,"Bedsure Orthopedic Dog Bed for Medium Dogs - Waterproof Dog Sofa Beds Medium, Supportive Foam Pet Couch Bed with Removable Washable Cover, Waterproof Lining and Nonskid Bottom, Grey, 28""x23""x6.5""",Nice bed but useless without a functioning zipper,1,"This pet bed बिल्कुल वैसा ही दिखता है जैसा तस्वीर में है। The material is soft, अच्छी मोटाई के साथ, और फोम पैडिंग अच्छी तरह से बनी हुई है – sturdy, न कि हल्की या सस्ती। जब मैंने बेड को अनपैक किया, तो मैंने सोचा, ""ये 5 स्टार बेड है।"" Unfortunately, सब बिगड़ गया जब मैंने फोम पैडिंग डालने की कोशिश की।  

The top piece of the zipper (जिसे पकड़कर ज़िप ऊपर-नीचे करते हैं), मेरे हाथ में crumble हो गया … खींचा नहीं, बस पकड़ा था। Literally, ये तीन टुकड़ों में टूट गया! मैंने सोचा कि इसे वापस जोड़ सकता हूँ, लेकिन करीब से देखने पर साफ हो गया कि कुछ हिस्से गायब हैं – जो समझाता है कि ये क्यों टूट गया।  

मैंने हाथ से ज़िपर खींचने की कोशिश की (पैडिंग डालने के लिए ज़िप खोलनी ज़रूरी थी), लेकिन ज़िपर एक इंच भी नहीं हिली। I then tried long nose pliers लेकिन फिर भी ज़िप नहीं चली। इस समस्या के कारण, मैंने 'low rated reviews' देखी और क्या पाया – कई और खरीदारों ने इसी ज़िपर समस्या का सामना किया है!  

Come on manufacturers!! इसे सही करना ज़रूरी है। ज़िपर की ज़रूरत होती है बेड असेंबल करने और फैब्रिक साफ करने के लिए निकालने में। मेरी बात फिर वही है … खूबसूरत बेड, बेहतरीन फैब्रिक के साथ, लेकिन बिना काम करने वाले ज़िपर के पूरी तरह बेकार!!",Female,Middle Aged,No sarcasm ,Dissatisfied,"Video mein Bedsure Orthopedic Dog Bed dikhaya gaya hai, jahan user ek issue dikhata hai zip cover mein. Dono haathon se koshish karne ke bawajood, zipper jam gaya aur open nahi hua. Jab user ne zip handle kiya, toh zipper tod gaya aur teen tukde todo dikhai diye, jo ki kharab quality aur durability dikhata hai."
B0CWS8MNW1,https://www.amazon.com/gp/customer-reviews/R1KRIJM7796HWW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CWS8MNW1,"Samsung Galaxy Tab S6 Lite 10.4' 64GB WiFi Android Tablet, S Pen Included, Gaming Ready, Long Battery Life, Slim Metal Design, Expandable Storage, US Version, Oxford Gray, Amazon Exclusive",Defective device,1,"I bought this tablet अपनी बेटी के लिए gift के तौर पर, और 1 महीने use करने के बाद screen constantly flicker कर रही है। अब मैं इसे return भी नहीं कर सकता क्योंकि कोई option available नहीं है और device दूसरे country में है क्योंकि ये gift था। इतना खराब experience – Amazon defective products sell करता है!!",Male,Middle Aged,No sarcasm ,Dissatisfied,"Video mein Samsung Galaxy Tab S6 Lite dikhaya gaya hai, jahan user ek lagataar problem dikhata hai. Jab tablet on hota hai, toh screen continuously flicker karti hai, jo use karna mushkil bana deta hai aur ek possible hardware ya display defect ko indicate karta hai."
B07PLZP5LN,https://www.amazon.com/gp/customer-reviews/R2KWSXJ7XAKND5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07PLZP5LN,"HEETA Dry Bag Waterproof for Women Men, 5L/10L/20L/30L/40L Roll Top Lightweight Dry Storage Bag Backpack with Phone Case for Travel, Swimming, Boating, Kayaking, Camping & Beach, 11 Transparent Colors",Holes in both bags,1,"मैं बहुत excited था ये bags लेने के लिए क्योंकि size बिल्कुल perfect था एक camera रखने के लिए। लेकिन दोनों bags नीचे के पास छोटे-छोटे holes के साथ आए। Thankfully, मेरी नजर तेज़ थी, वरना kayaking के दौरान splashing की वजह से इनमें रखा कोई भी सामान खराब हो सकता था। Material पतला और plastic-y लगता है, rubbery feel नहीं है जैसे Earth Pack या Gecko bags के होते हैं।",Female,middle Aged,No sarcasm ,Dissatisfied,"Video mein HEETA Dry Bag Waterproof dikhaya gaya hai, jahan user ek badi problem dikhata hai. Bag ko demonstrate karte waqt, wo ek visible hole dikhate hain, jo iska waterproof functionality aur swimming, boating ya camping jaise activities ke liye usability ko compromise karta hai."
B06XCYF9F9,https://www.amazon.com/gp/customer-reviews/R3BVSFD21854JQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B06XCYF9F9,Earth Pak Waterproof Dry Bag - Roll Top Waterproof Backpack Sack Keeps Gear Dry for Kayak with Waterproof Phone Case,Water proof not so much,1,"मैंने high expectations रखी थीं सारे positive reviews देखकर। Bag को अभी test नहीं किया, लेकिन phone cover test किया। Instructions के मुताबिक tissue test किया, और tissue पूरी तरह से भीग गया। आप video देख सकते हैं। अच्छा हुआ कि मैंने phone रखने से पहले test कर लिया।",Male,middle Aged,No sarcasm ,Dissatisfied,"Video mein Earth Pak Waterproof Dry Bag dikhaya gaya hai, jahan user apne waterproof capabilities ko test karte hain. Bag mein ek piece of paper daal kar, usse pani mein dubai aur upside down shakin karte hain. Jab wo paper nikalte hain, toh woh puri tarah se bhigoa hua hota hai, aur jab press karte hain, toh pani bilkul nikalta hai, jo iska waterproof functionality fail hone ki nishani hai."
B074MW1MTW,https://www.amazon.com/gp/customer-reviews/R3DZDMHA89HT8K/ref=cm_cr_srp_d_rvw_ttl?ie=UTF8&ASIN=B074MW1MTW,"FuelMeFoot 3 Pack Copper Compression Socks - Compression Socks Women & Men Circulation - Best for Medical,Running,Athletic",Holy socks,1,सॉक्स में दूसरे ही दिन छेद हो गया! The holes appeared just after wearing them for a couple of days.,Female,Old,No sarcasm ,Dissatisfied,"Video mein FuelMeFoot 3 Pack Copper Compression Socks dikhaya gaya hai, jahan user ek sock mein visible hole dikhata hai. Yeh issue product ki durability aur quality ko compromise karta hai, aur yeh long-term use ke liye suitable nahi hai."
B00SX2YZI0,https://www.amazon.com/gp/customer-reviews/RX9Q4QDMHZNUU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00SX2YZI0,"Hawkins 3 Litre Classic Pressure Cooker, Tall Design Inner Lid Cooker, Best Cooker, Silver (CL3T)",It was defective,1,"यह product defective था, इसलिए मैं इस्तेमाल नहीं कर सका। Pot सही से कट नहीं था, और ऊपर वाला हिस्सा उसमें सही से फिट नहीं हो पा रहा था। नया भेजने की कोशिश कर रहा हूँ, क्योंकि अगर नया मिल जाए तो मैं इसे जरूर उपयोग करना चाहूंगा।",Female,middle Aged,No sarcasm ,Dissatisfied,"Video mein Hawkins 3 Litre Classic Pressure Cooker dikhaya gaya hai, jahan user ek issue dikhata hai lid ke saath. Halankee wo bar-baar koshish karte hain, lekin lid properly secure close nahi hoti, kyunki yeh vessel ke opening pe achhe se fit nahi hoti. Yeh ek manufacturing defect ya sizing issue dikhata hai."
B0CJMJS3DS,https://www.amazon.com/gp/customer-reviews/R2KM7GA9MDXCJ8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CJMJS3DS,"NEW'C 3 Pack Designed for iPhone 16, iPhone 15, iPhone 15 Pro (6.1 inches) Screen Protector Tempered Glass,Case Friendly Ultra Resistant",I have bought two different sizes of these screen protectors I love the other size I got but the iPhone 12 version sucks it just won’t stick on the edges come up and there is nothing in the kit to force it down me and my husband tried for 20 mins,1,"मैंने दो अलग-अलग sizes के screen protectors खरीदे हैं। मुझे बाकी size बहुत पसंद आया, लेकिन iPhone 12 वाले की quality बहुत खराब है। यह सही से edges पर चिपकता ही नहीं है, और kit में ऐसा कुछ भी नहीं है जिससे हम इसे दबा सकें। मैंने और मेरे पति ने 20 मिनट तक कोशिश की, लेकिन काम नहीं हुआ।",Male,middle Aged,No sarcasm ,Dissatisfied,"Video mein NEW'C 3 Pack Screen Protector for iPhone 16, iPhone 15, aur iPhone 15 Pro dikhaya gaya hai, jahan user ek issue bubble formation ke saath dikhata hai. Halankee wo bubbles nikalne ki koshish karte hain, lekin wo perimeter ke aas paas ke bubbles ko hata nahi pate, jo screen ki clarity aur appearance ko compromise kar dete hain."
B07JH7GS76,https://www.amazon.com/gp/customer-reviews/R1PPZ0FPQKT6IL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07JH7GS76,"COMFIER Shiatsu Neck Back Massager with Heat, 2D ro 3D Kneading Massage Chair Pad, Adjustable Compression Seat Massager for Full Body Relaxation, Christmas Gifts for Dad Mom Women Men,Dark Gray","Fairly decent massage chair. Definitely could see it being great. However it showed up broken and making noises. I went to turn on the neck massage part and noticed there was only one ball in the neck. Not two. The thing doesn’t work. Really disappointing. Was hoping to use it after my workout. I’m sure Amazon has some sort of return or refund policy to fix this, I hope. Poor quality. Definitely not made in the US I’m guessing.",1,"ठीक-ठाक मसाज चेयर है। लग रहा था कि यह बहुत अच्छा होगा, लेकिन यह खराब हालत में आया और आवाजें कर रहा था। जब मैंने neck massage चालू किया, तो देखा कि neck में केवल एक ही बॉल है, दो नहीं। यह काम ही नहीं कर रहा है। बहुत निराशा हुई। सोचा था कि वर्कआउट के बाद इसका उपयोग करूंगा। मुझे उम्मीद है कि Amazon की कोई return या refund पॉलिसी होगी जो इसे सही कर सके। खराब क्वालिटी है। अमेरिका में बनाया गया नहीं लगता।",Male,middle Aged,No sarcasm ,Dissatisfied,"Video mein COMFIER Shiatsu Neck Back Massager dikhaya gaya hai, jahan user ek issue neck region ke saath dikhata hai. Massager se ek loud aur noticeable awaaz aati hai, aur kareeb se dekhen to pata chalta hai ki neck region mein ek massage ball missing hai, jo ki uneven aur subpar massage performance ka reason ban raha hai."
B0CT5JYG6P,https://www.amazon.com/gp/customer-reviews/R32E2I5U9ZNIGL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CT5JYG6P,"PowerA Enhanced Wireless Controller for Nintendo Switch - Super Star Friends, Nintendo Switch - OLED Model, Nintendo Switch Lite, Gamepad, game controller, Bluetooth controller",The A button and right dial pad doesn’t work.,1,"शुरुआत के लिए, A बटन काम करना चाहिए ताकि games और apps पर क्लिक कर सकें, लेकिन वो तो काम ही नहीं कर रहा। ऊपर से right dial pad भी खराब है। बाहर से प्रोडक्ट को देखकर damage नज़र नहीं आ रहा, इसका मतलब यह नहीं कि अंदर से भी सब सही हो। प्रोडक्ट बेचने से पहले test करना चाहिए।  

बहुत frustration हो रही है क्योंकि इस controller और इसके खूबसूरत design के लिए excited था। अब मुझे return करने के लिए और पैसे खर्च करने पड़ेंगे और नया पाने के लिए और इंतज़ार करना होगा।  

जिन्हें खरीदना है, उन्हें एक सलाह – थोड़ा ज्यादा खर्च करें और नया खरीदें। सस्ता लेना हमेशा बेहतर नहीं होता। Lesson learned.",Male,middle Aged,No sarcasm ,Dissatisfied,"Video mein PowerA Enhanced Wireless Controller for Nintendo Switch dikhaya gaya hai, jahan user ek problem demonstrate karta hai jab controller TV se connected hota hai. Controller left, right, up aur down navigate kar leta hai, lekin 'A' button bilkul responsive nahi hai. Is wajah se user koi application select ya enter nahi kar pa raha, jo ek functional defect ko indicate karta hai."
B01H6GUCCQ,https://www.amazon.com/gp/customer-reviews/R7AFD7081IP7C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01H6GUCCQ,"BENGOO G9000 Stereo Gaming Headset for PS4 PC Xbox One PS5 Controller, Noise Cancelling Over Ear Headphones with Mic, LED Light, Bass Surround, Soft Memory Earmuffs (Blue)",Waste of money,1,"ये चीज़ें पूरी तरह से बेकार हैं और 3.5 मिनट भी नहीं चलतीं। Product शुरू से ही आधे समय काम करता था, और अब तो इसकी cord पूरी तरह से टूट चुकी है और बिलकुल काम नहीं कर रही। ऊपर से customer service भी जवाब नहीं दे रही। इसे मैंने अभी सितंबर में ही खरीदा था।",Female,middle Aged,No sarcasm ,Angry,"Video mein BENGOO G9000 Stereo Gaming Headset dikhaya gaya hai, jahan user cord ke saath ek badi problem dikhata hai. Cord ek end pe visibly twisted aur broken hai, jo headset ko bilkul unusable bana deta hai. User apni frustration express karta hai aur product ko 'complete junk' bolta hai, jo quality ke prati dissatisfaction ko highlight karta hai."
B0D1DPFZLZ,https://www.amazon.com/gp/customer-reviews/R1T7CX6K60LVMR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D1DPFZLZ,"Samsung 27” Odyssey OLED G6 (G60SD) Series Gaming Monitor with QHD 360Hz 0.03ms, AMD FreeSync Premium Pro, Anti-Glare, Sleek Design, Cooling System, 3 Year Warranty, LS27DG602SNXZA, 2024",Dead after 3 days,1,"Flickering flickering flickering!!!
Jm Sether के पिछले review में जो कुछ कहा गया था, सब सच है, और मुझे उनकी बात सुननी चाहिए थी। इस monitor को मेरे brand new RTX 4090 के साथ pair किया, और जब यह काम करता है, तो performance शानदार है। लेकिन इतनी सारी छोटी-छोटी समस्याएं इसे खराब कर देती हैं:

रातभर downloads के लिए monitor चलने दिया, लेकिन यह कभी sleep mode में नहीं गया।
PC के sleep से जागने में problem होती है।
पूरे दिन volume randomly बढ़ जाता है। Seriously, कितने महीने हो गए हैं और उन्होंने इसे fix क्यों नहीं किया?
सबसे खराब – गेम खेलते हुए 6 घंटे के बाद screen dark हो जाती है और कभी-कभी एक nano second के लिए image दिखती है। PC को बंद भी नहीं कर सकता। दो अलग-अलग DP cables try कीं, power source बदला, HDR off किया, high refresh rate off किया, सबकुछ unplug किया – कुछ काम नहीं किया। Monitor अब पूरी तरह dead है।
मैं इस बेकार product को return कर रहा हूँ।",Male,middle Aged,No sarcasm ,Dissatisfied,"Video mein Samsung 27” Odyssey OLED G6 Gaming Monitor dikhaya gaya hai, jahan user display ke saath ek continuous problem dikhata hai. Screen regular intervals pe flicker karti hai, jo viewing experience ko disrupt karta hai aur ek hardware ya manufacturing defect ko indicate karta hai."
B0BRKPVZB4,https://www.amazon.com/gp/customer-reviews/R1EY3DX9CMAO64/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BRKPVZB4,"Bluetooth Speaker with HD Sound, Portable Wireless, IPX5 Waterproof, Up to 20H Playtime, TWS Pairing, BT5.3, for Home/Party/Outdoor/Beach, Electronic Gadgets, Birthday Gift (Black)",Stopped working,1,"Play Video  
पिछले रात तक सबकुछ ठीक काम कर रहा था। लेकिन अब मेरे पास बस एक नीली फ्लैशिंग लाइट है। कोई ड्रॉप नहीं, गीला भी नहीं हुआ…कुछ भी नहीं! लेकिन जैसे ही Amazon से कुछ ऑर्डर करता हूं, सबकुछ काम करना बंद कर देता है। मैंने इसे Black Friday 2024 में खरीदा था। मत बताओ कि ऐसा बस हो जाता है… क्योंकि हर इलेक्ट्रॉनिक चीज जो मैंने खरीदी है, वो भी इसी तरह खराब हुई है – Kindle (दो), boom box, humidifier, सब खराब हो गए। मुझे speaker को रिप्लेस चाहिए।",Female,old,No sarcasm ,Dissatisfied,"Video mein Bluetooth Speaker with HD Sound dikhaya gaya hai, jahan user ek masla demonstrate karta hai. LED screen par ek constant blue light flicker karta hai, jo indicate karta hai ki speaker proper kaam nahi kar raha. User batata hai ki speaker charge nahi ho raha aur bilkul kaam nahi kar raha."
